invoice_ref,vendor_id,customer_id,company_code,invoice_date,posting_date,baseline_date,currency,gross_amount,tax_amount,tax_code,gl_account,cost_centre,profit_centre,payment_terms,reference,header_text,assignment,item_text
INV-2025-07747,V1010,C2001,3000,2025-10-14,2025-10-15,2025-10-14,CHF,427760.29,29943.22,V2,500300,CC1040,PC2003,ZN90,PO-87533,"Recruitment costs",OPEX-2026,"Quarterly invoice"
INV-2026-07748,V1003,C2006,2000,2026-03-07,2026-03-07,2026-03-09,USD,491442.12,49144.21,V2,500200,CC1040,PC3001,,PO-91196,"Hardware procurement",R&D-PHASE1,"Advance payment"
INV-2025-07749,V1003,C2010,4000,2025-04-12,2025-04-16,2025-04-12,JPY,345037.43,17251.87,A1,400300,CC3020,PC3001,ZN45,PO-92624,"Cloud hosting fees",MAINT-Q4,"Credit note adjustment"
INV-2025-07750,V1011,C2009,1000,2025-05-09,2025-05-10,2025-05-11,EUR,333956.90,23376.98,V2,500100,CC3020,PC3001,ZB02,PO-91260,"Network infrastructure",HR-ONBOARD,"Full delivery"
INV-2025-07751,V1013,C2014,1000,2025-07-18,2025-07-20,2025-07-19,JPY,421348.92,84269.78,V1,400500,CC2030,PC3001,ZB02,PO-99404,"Travel expenses",PROJECT-GAMMA,"Rebate claim"
INV-2025-07752,V1003,C2015,2000,2025-07-15,2025-07-20,2025-07-16,SGD,167502.93,16750.29,V2,500200,CC3010,PC2003,ZN90,PO-98098,"Consulting services 2025-07",CAPEX-2026,"Phase 1 delivery"
INV-2025-07753,V1010,C2009,3000,2025-07-19,2025-07-23,2025-07-21,JPY,164973.15,32994.63,A1,400300,CC1010,PC2001,ZN45,PO-93662,"Safety equipment 2025-07",PROJECT-ZETA,"Advance payment"
INV-2025-07754,V1018,C2009,3000,2025-03-11,2025-03-13,2025-03-14,SGD,56735.66,8510.35,V1,400500,CC1010,PC2001,ZN14,PO-86821,"HVAC maintenance 2025-03",R&D-PHASE2,"Early payment discount"
INV-2026-07755,V1014,C2015,4000,2026-02-06,2026-02-11,2026-02-08,CAD,176929.37,35385.87,V1,400400,CC1040,PC2003,ZB02,PO-95560,"Safety equipment",FACILITIES,"Annual renewal"
INV-2025-07756,V1013,C2002,4000,2025-11-09,2025-11-10,2025-11-09,SGD,350288.02,52543.20,A1,400200,CC1010,PC2002,ZN60,PO-83190,"Temporary staffing",HR-ONBOARD,"Rework charges"
INV-2025-07757,V1002,C2006,1000,2025-02-12,2025-02-14,2025-02-12,CHF,262413.06,0.00,V0,500300,CC1040,PC3001,ZB01,PO-98299,"Subscription fees",PROJECT-ZETA,"Late delivery penalty"
INV-2026-07758,V1007,C2011,2000,2026-03-02,2026-03-04,2026-03-04,JPY,206019.87,0.00,V0,400400,CC1010,PC2002,ZB02,PO-89022,"Legal advisory",IT-REFRESH,"Standard order"
INV-2025-07759,V1016,C2010,4000,2025-04-18,2025-04-20,2025-04-20,JPY,275789.23,13789.46,V1,500100,CC1050,PC2000,ZN90,PO-83259,"Parking management 2025-04",R&D-PHASE2,"Phase 2 delivery"
INV-2025-07760,V1010,C2005,3000,2025-02-15,2025-02-15,2025-02-15,EUR,304786.04,30478.60,A1,400400,CC3010,PC4000,ZN90,PO-86847,"Server equipment",MAINT-Q4,"Quality inspection"
INV-2025-07761,V1018,C2002,4000,2025-09-27,2025-10-02,2025-09-28,JPY,25142.40,3771.36,A1,500100,CC2010,PC2001,,PO-90239,"Energy costs",PROJECT-DELTA,"Full delivery"
INV-2025-07762,V1015,C2010,2000,2025-07-18,2025-07-18,2025-07-21,USD,33810.75,2366.75,V2,400100,CC3020,PC2003,ZB02,,"Security services 2025-07",FACILITIES,"Commission payment"
INV-2025-07763,VXXX,C2008,2000,2025-09-10,2025-09-13,2025-09-10,GBP,359782.30,25184.76,A2,700200,,PC2001,ZN14,PO-86514,"Parking management",FACILITIES,"Rework charges"
INV-2026-07764,V1019,C2006,1000,2026-01-06,2026-01-11,2026-01-09,JPY,452274.67,0.00,V0,600200,CC1030,PC4000,,PO-81995,"Waste disposal 2026-01",FACILITIES,"Early payment discount"
INV-2025-07765,V1004,C2006,3000,2025-06-13,2025-06-16,2025-06-13,SGD,85409.95,5978.70,V1,400100,CC2030,PC3001,ZN90,PO-88584,"Data centre costs",OPEX-2026,"Project milestone payment"
INV-2025-07766,V1019,C2012,2000,2025-02-07,2025-02-07,2025-02-07,USD,35034.26,0.00,V0,500100,CC1010,PC2001,ZN14,PO-91829,"Server equipment",MAINT-Q2,"Credit note adjustment"
INV-2025-07767,V1003,C2011,3000,2025-03-13,2025-03-17,2025-03-13,EUR,446596.45,31261.75,A2,400400,CC3010,PC3001,,PO-86775,"Mail handling",R&D-PHASE1,"Quality inspection"
INV-2025-07768,V1014,C2011,3000,2025-08-23,2025-08-26,2025-08-26,CHF,346387.66,34638.77,A1,400400,CC1040,,ZN60,PO-80455,"Subscription fees",FACILITIES,"Ad-hoc request"
INV-2025-07769,V1008,C2007,2000,2025-12-26,2025-12-27,2025-12-27,SGD,385204.81,77040.96,A1,600100,CC1050,,ZB01,PO-84202,"Subscription fees 2025-12",PROJECT-THETA,"Ad-hoc request"
INV-2025-07770,V1001,C2008,3000,2025-01-15,2025-01-16,2025-01-15,CAD,195242.02,0.00,V0,700100,CC2010,PC2002,ZN30,PO-86839,"Network infrastructure 2025-01",IT-REFRESH,"Quarterly invoice"
INV-2026-07771,V1012,C2002,3000,2026-03-26,2026-03-29,2026-03-27,CAD,203545.34,10177.27,V2,600200,CC2020,PC2001,,PO-89386,"Cleaning services",PROJECT-DELTA,"Standard order"
INV-2025-07772,V1019,C2014,1000,2025-06-21,2025-06-26,2025-06-22,EUR,186283.60,9314.18,V3,400400,CC2010,PC4000,,PO-91680,"Building repairs",PROJECT-ETA,"Retainer fee"
INV-2025-07773,V1005,C2010,3000,2025-12-14,2025-12-18,2025-12-14,GBP,81355.40,12203.31,A2,400300,CC1010,PC2001,ZN90,PO-94647,"Temporary staffing",PROJECT-ETA,"Credit note adjustment"
INV-2025-07774,V1003,C2005,4000,2025-04-25,2025-04-28,2025-04-26,GBP,130267.20,0.00,V0,700200,CC2020,PC3001,ZN90,PO-98023,"Annual licence renewal 2025-04",PROJECT-THETA,"Advance payment"
INV-2025-07775,V1012,C2013,1000,2025-05-15,2025-05-17,2025-05-16,AUD,431131.33,86226.27,A2,700200,CC1020,PC2002,ZN60,PO-90767,"Energy costs",IT-REFRESH,"Standard order"
INV-2025-07776,V1020,C2007,2000,2025-11-06,2025-11-11,2025-11-08,CAD,42581.97,4258.20,A2,400300,CC1020,PC4000,ZN45,PO-80813,"Vehicle leasing 2025-11",PROJECT-THETA,"Standard order"
INV-2026-07777,,,,2026-01-31,2026-02-02,2026-01-31,USD,432783.68,30294.86,A1,,,PC4000,ZN90,PO-88595,"Consulting services",HR-ONBOARD,"Volume discount"
INV-2025-07778,V1005,C2004,4000,2025-05-13,2025-05-14,2025-05-16,USD,188549.77,9427.49,A2,600200,CC1050,,ZN60,PO-92135,"Research materials",PROJECT-BETA,"Quality inspection"
INV-2025-07779,V1007,C2009,2000,2025-03-06,2025-03-10,2025-03-06,JPY,498350.44,74752.57,V3,600200,CC2010,PC3000,,PO-88392,"Recruitment costs",MKT-CAMPAIGN,"Volume discount"
INV-2025-07780,V1002,C2005,2000,2025-01-01,2025-01-03,2025-01-02,GBP,188233.64,9411.68,A2,400200,CC1040,PC3000,ZN45,,"Travel expenses",HR-ONBOARD,"Phase 1 delivery"
INV-2025-07781,V1017,C2003,4000,2025-11-29,2025-12-03,2025-12-01,AUD,431780.88,86356.18,V1,400300,CC2010,PC2001,ZN30,PO-91572,"Software licences",PROJECT-ZETA,"Commission payment"
INV-2025-07782,V1007,C2015,4000,2025-10-05,2025-10-08,2025-10-06,USD,216456.98,0.00,V0,700100,CC2020,PC2000,ZB02,PO-94293,"Reception services",R&D-PHASE2,"Annual renewal"
INV-2025-07783,V1016,C2005,1000,2025-11-28,2025-12-03,2025-11-30,AUD,393769.67,39376.97,A1,400200,CC1040,PC3000,,PO-91503,"Water treatment",PROJECT-ZETA,"Standard order"
INV-2026-07784,V1019,C2004,1000,2026-01-15,2026-01-18,2026-01-18,JPY,169481.98,11863.74,V3,500200,CC1050,PC2003,,,"Server equipment",PROJECT-DELTA,"One-time purchase"
INV-2025-07785,,C2014,2000,2025-12-04,2025-12-06,2025-12-04,AUD,308031.80,0.00,V0,400300,CCXXX,PC2001,ZB02,PO-83278,"Hardware procurement",IT-REFRESH,"Quality inspection"
INV-2025-07786,V1010,C2002,2000,2025-12-14,2025-12-16,2025-12-16,CHF,190811.72,28621.76,A1,400100,CC1020,PC2003,ZN30,PO-95358,"Landscaping",MAINT-Q3,"Blanket PO release"
INV-2025-07787,V1016,C2004,1000,2025-09-26,2025-09-29,2025-09-29,CAD,265731.76,0.00,V0,600100,CC2020,PC3000,ZN14,PO-89248,"Equipment rental",MAINT-Q1,"Credit note adjustment"
INV-2025-07788,V1016,C2003,4000,2025-04-08,2025-04-08,2025-04-08,JPY,89975.72,8997.57,A1,700100,CC3020,,ZN14,PO-97927,"Catering services",PROJECT-BETA,"Ad-hoc request"
INV-2026-07789,V1008,C2014,4000,2026-02-06,2026-02-10,2026-02-06,USD,276751.10,27675.11,V3,500100,CC3010,,,PO-80677,"HVAC maintenance 2026-02",PROJECT-ZETA,"Blanket PO release"
INV-2025-07790,V1020,C2007,1000,2025-10-13,2025-10-15,2025-10-14,GBP,396196.25,19809.81,V3,600100,CC2030,PC3000,ZB02,,"Building repairs",PROJECT-BETA,"Progress billing"
INV-2025-07791,V1002,C2011,3000,2025-06-10,2025-06-13,2025-06-13,SGD,374575.57,37457.56,V2,500200,CC3020,,ZN90,PO-95437,"Landscaping",MAINT-Q3,"Phase 1 delivery"
INV-2025-07792,V1010,C2003,4000,2025-10-09,2025-10-09,2025-10-12,CHF,68126.41,13625.28,A2,700100,CC1050,PC4000,ZN60,PO-86533,"Telecommunications 2025-10",OPEX-2026,"Annual renewal"
INV-2025-07793,V1008,C2002,1000,2025-10-11,2025-10-15,2025-10-11,CHF,239376.08,0.00,V0,700200,CC2030,PC2000,ZN45,PO-83303,"Annual licence renewal 2025-10",PROJECT-ETA,"Final settlement"
INV-2025-07794,V1008,C2004,2000,2025-01-26,2025-01-27,2025-01-29,AUD,363755.23,0.00,V0,400300,CC1050,PC3000,ZN14,PO-93915,"Elevator servicing 2025-01",CAPEX-2026,"Final settlement"
INV-2025-07795,V1007,C2009,3000,2025-11-14,2025-11-14,2025-11-15,CAD,180042.15,36008.43,A1,400100,CC3020,PC2002,ZB02,PO-96961,"Office supplies",MAINT-Q1,"Quarterly invoice"
INV-2025-07796,V1020,C2010,3000,2025-01-12,2025-01-14,2025-01-13,GBP,66272.55,4639.08,A1,600100,CC3010,PC2003,,PO-89950,"Telecommunications",MAINT-Q3,"Final settlement"
INV-2025-07797,V1006,C2001,1000,2025-10-20,2025-10-24,2025-10-21,CAD,140214.52,9815.02,A2,500100,CC1030,PC3000,ZN60,,"Reception services 2025-10",PROJECT-ETA,"Partial delivery"
INV-2025-07798,V1009,C2009,1000,2025-10-22,2025-10-24,2025-10-25,AUD,228077.66,11403.88,V3,400400,CC2030,PC3001,ZN60,PO-98157,"Consulting services",PROJECT-ZETA,"Blanket PO release"
INV-2025-07799,V1004,C2006,1000,2025-04-29,2025-04-30,2025-05-01,EUR,396427.76,39642.78,A1,400200,CC1020,PC2003,ZB02,PO-81562,"Mail handling",MAINT-Q2,"Phase 1 delivery"
INV-2025-07800,V1015,C2008,3000,2025-09-24,2025-09-28,2025-09-26,CAD,408393.47,0.00,V0,400300,CC2030,PC3001,ZN60,PO-97717,"Research materials",PROJECT-DELTA,"Blanket PO release"
INV-2025-07801,V1012,C2012,2000,2025-03-10,2025-03-13,2025-03-10,EUR,181458.38,27218.76,V1,600100,CC1030,PC2001,ZB02,PO-85954,"Parking management 2025-03",PROJECT-DELTA,"Ad-hoc request"
INV-2025-07802,V1020,C2014,4000,2025-07-11,2025-07-15,2025-07-12,SGD,213237.24,0.00,V0,600100,CC1010,PC2000,ZB02,PO-91852,"Annual licence renewal",PROJECT-BETA,"One-time purchase"
INV-2025-07803,V9999,C9999,3000,2025-03-30,2025-04-03,2025-04-02,GBP,39253.67,3925.37,V2,999999,,PC2003,ZB01,PO-85824,"Consulting services",R&D-PHASE2,"Quality inspection"
INV-2025-07804,V1018,C2015,1000,2025-01-31,2025-02-01,2025-01-31,USD,248987.27,12449.36,V1,600100,CC3010,PC2001,ZN60,PO-91037,"Software licences 2025-01",CAPEX-2026,"Phase 2 delivery"
,V1007,C2006,3000,2025-11-25,2025-11-27,2025-11-26,SGD,139018.78,9731.31,V1,400200,CC2010,PC3000,ZN45,PO-86800,"Insurance premium",R&D-PHASE2,"Ad-hoc request"
INV-2025-07806,V1004,C2005,1000,2025-10-30,2025-10-31,2025-10-30,JPY,164724.93,11530.75,V1,400400,CC1030,PC2000,ZN45,PO-92526,"Telecommunications",R&D-PHASE2,"Commission payment"
INV-2026-07807,V1003,C2015,4000,2026-01-02,2026-01-04,2026-01-04,JPY,336440.20,0.00,V0,400100,CC3010,PC4000,ZB01,PO-94306,"Mail handling 2026-01",MAINT-Q4,"Rework charges"
INV-2025-07808,V1012,C2015,4000,2025-10-20,2025-10-20,2025-10-20,AUD,461923.04,32334.61,V1,500100,CC3010,,ZN30,PO-85956,"Consulting services",PROJECT-THETA,"Scheduled maintenance"
INV-2025-07809,V1004,C2014,1000,2025-04-08,2025-04-10,2025-04-11,JPY,401461.23,60219.18,A1,500200,CC2020,,ZN45,PO-93527,"Subscription fees 2025-04",PROJECT-EPSILON,"One-time purchase"
INV-2025-07810,V1015,C2013,2000,2025-09-08,2025-09-09,2025-09-10,SGD,31604.40,4740.66,A1,600200,CC3020,PC3001,ZN60,PO-99051,"Professional services 2025-09",PROJECT-BETA,"Volume discount"
INV-2025-07811,V1008,C2004,4000,2025-10-14,2025-10-18,2025-10-17,JPY,160836.40,24125.46,V2,400500,CC1050,PC3001,ZN60,PO-94091,"Pest control",HR-ONBOARD,"Advance payment"
INV-2026-07812,V1019,C2007,1000,2026-03-26,2026-03-30,2026-03-28,CAD,470600.03,94120.01,V2,700100,CC1050,PC3000,ZN45,PO-95560,"Landscaping",FACILITIES,"Early payment discount"
INV-2025-07813,V1013,C2010,4000,2025-11-21,2025-11-22,2025-11-24,CHF,278980.01,55796.00,V2,400300,CC3010,PC4000,ZN30,PO-80891,"Recruitment costs 2025-11",PROJECT-ETA,"Credit note adjustment"
INV-2025-07814,VXXX,C9999,9999,2025-04-04,2025-04-05,2025-04-04,AUD,385826.07,27007.82,V3,999999,CC_INVALID,PC4000,ZN30,PO-81582,"Reception services 2025-04",MAINT-Q4,"Rework charges"
INV-2025-07815,V1020,C2007,1000,2025-10-30,2025-11-02,2025-11-01,USD,311134.73,0.00,V0,700200,CC1020,PC3001,,PO-97461,"Elevator servicing 2025-10",PROJECT-DELTA,"Debit note"
INV-2025-07816,V1016,C2009,1000,2025-04-06,2025-04-07,2025-04-07,USD,455791.28,68368.69,V3,500100,CC1040,PC2002,,PO-96528,"Pest control 2025-04",CAPEX-2026,"Credit note adjustment"
INV-2025-07817,V1012,C2001,4000,2025-02-10,2025-02-10,2025-02-11,GBP,119919.84,5995.99,V1,600100,CC1050,PC2001,ZN90,PO-98393,"Data centre costs 2025-02",PROJECT-EPSILON,"Annual renewal"
INV-2025-07818,V1013,C2009,4000,2025-11-07,2025-11-09,2025-11-08,GBP,2389.97,0.00,V0,700200,CC2020,PC2000,,PO-82709,"Parking management",PROJECT-EPSILON,"Phase 2 delivery"
INV-2025-07819,V1018,C2006,4000,2025-05-31,2025-06-01,2025-06-01,CAD,422227.82,63334.17,A2,400200,CC1020,PC3001,ZN45,PO-91683,"Vehicle leasing 2025-05",IT-REFRESH,"Debit note"
INV-2025-07820,V1018,C2015,1000,2025-02-02,2025-02-02,2025-02-03,GBP,436214.19,0.00,V0,400400,CC1010,PC3000,ZN60,PO-91348,"Catering services",MAINT-Q3,"Project milestone payment"
INV-2025-07821,V1017,C2002,1000,2025-01-17,2025-01-21,2025-01-20,EUR,138036.89,20705.53,A1,500100,CC2020,PC2001,ZN45,PO-81616,"Pest control 2025-01",PROJECT-THETA,"Partial delivery"
INV-2025-07822,V1006,C2007,3000,2025-05-03,2025-05-08,2025-05-06,EUR,118866.18,23773.24,V1,600200,CC1030,PC2000,ZN30,PO-94399,"Landscaping 2025-05",PROJECT-ETA,"Phase 1 delivery"
INV-2025-07823,V1002,C2008,2000,2025-10-26,2025-10-27,2025-10-29,CHF,436242.70,65436.40,A2,400400,CC2010,PC3001,ZN30,PO-81635,"Office supplies 2025-10",FACILITIES,"Monthly service fee"
INV-2025-07824,V1001,C2008,2000,2025-11-04,2025-11-08,2025-11-07,CHF,6676.31,0.00,V0,600200,CC1020,,ZN30,PO-83586,"Consulting services",MAINT-Q3,"Blanket PO release"
INV-2026-07825,V1001,C2001,3000,2026-02-22,2026-02-26,2026-02-25,CAD,344035.06,17201.75,V2,400100,CC1050,PC4000,ZN14,PO-87356,"Server equipment",MAINT-Q3,"Quality inspection"
INV-2025-07826,V1013,C2011,1000,2025-09-15,2025-09-18,2025-09-18,JPY,15014.06,0.00,V0,400400,CC3020,,ZN60,PO-84099,"Lab equipment",PROJECT-EPSILON,"Standard order"
INV-2025-07827,V_UNKNOWN,C2010,1000,2025-02-05,2025-02-05,2025-02-07,EUR,245751.77,36862.77,V3,000000,,PC4000,ZB01,PO-87144,"Staff training",PROJECT-ETA,"Retainer fee"
INV-2025-07828,V1012,C2009,2000,2025-07-28,2025-07-30,2025-07-31,AUD,44876.06,0.00,V0,500300,CC1040,PC2003,ZN30,PO-99143,"Safety equipment",PROJECT-DELTA,"Rebate claim"
INV-2025-07829,V1006,C2005,3000,2025-08-19,2025-08-22,2025-08-20,JPY,40996.32,6149.45,A1,500200,CC1030,,ZB01,PO-85051,"Waste disposal",PROJECT-EPSILON,"Annual renewal"
INV-2025-07830,V1002,C2001,1000,2025-07-16,2025-07-18,2025-07-18,AUD,106959.84,0.00,V0,600200,CC1030,PC2001,ZN45,PO-99164,"Consulting services",MAINT-Q2,"Volume discount"
INV-2026-07831,V1002,C2008,2000,2026-03-30,2026-03-30,2026-04-02,JPY,430860.88,30160.26,V3,400100,CC3010,PC2000,ZB02,PO-93839,"Building repairs",PROJECT-ETA,"Quality inspection"
INV-2025-07832,V1020,C2008,1000,2025-04-06,2025-04-09,2025-04-08,SGD,125228.11,18784.22,V1,700100,CC2030,PC2003,ZB02,PO-96286,"Insurance premium",PROJECT-ZETA,"Standard order"
INV-2025-07833,V1018,C2010,4000,2025-05-25,2025-05-26,2025-05-28,CAD,308796.42,0.00,V0,500200,CC1050,PC3001,ZN60,PO-80394,"Courier services 2025-05",R&D-PHASE1,"Progress billing"
INV-2026-07834,V1009,C2015,3000,2026-01-28,2026-02-01,2026-01-30,CAD,419162.17,41916.22,V2,500100,CC1020,PC2000,ZN60,PO-85112,"Consulting services 2026-01",PROJECT-BETA,"Monthly service fee"
INV-2026-02706,V1001,C2012,2000,2025-10-02,2025-10-05,2025-10-04,CAD,143637.37,14363.74,A1,500200,CC2020,PC2003,ZN14,,"Mail handling 2025-10",IT-REFRESH,"Quarterly invoice"
INV-2025-07836,V1011,C2011,3000,2025-03-07,2025-03-07,2025-03-07,CAD,11378.41,1706.76,V3,600100,CC3010,PC2001,ZB01,,"Hardware procurement",MAINT-Q1,"Standard order"
INV-2026-07837,V1014,C2010,2000,2026-03-07,2026-03-11,2026-03-08,CHF,339773.67,50966.05,A2,400500,CC2010,PC3000,,PO-94130,"Cloud hosting fees",PROJECT-THETA,"Rework charges"
INV-2026-07838,V1016,C2002,1000,2026-02-23,2026-02-26,2026-02-23,EUR,278656.93,19505.99,A1,700200,CC1020,PC3001,ZB02,PO-85955,"Pest control 2026-02",MAINT-Q4,"Late delivery penalty"
INV-2025-07839,V1015,C2009,3000,2025-05-11,2025-05-11,2025-05-14,CAD,332940.92,23305.86,V1,700200,CC3010,PC2003,,PO-89177,"HVAC maintenance",OPEX-2026,"Monthly service fee"
INV-2025-07840,V1006,C2008,1000,2025-03-14,2025-03-16,2025-03-16,JPY,327432.21,16371.61,A2,600100,CC2010,PC2002,ZN60,,"Insurance premium",MAINT-Q3,"Advance payment"
INV-2025-07841,V1004,C2012,4000,2025-02-18,2025-02-23,2025-02-18,SGD,127671.74,19150.76,V3,400500,CC1030,PC2000,ZN14,PO-82087,"Security services",PROJECT-EPSILON,"Project milestone payment"
INV-2025-07842,V1020,C2007,4000,2025-03-04,2025-03-09,2025-03-06,JPY,99606.09,9960.61,V2,400200,CC3010,PC3000,,PO-96567,"Audit fees",MAINT-Q2,"Emergency repair"
INV-2026-07843,V1003,C2004,4000,2026-01-16,2026-01-19,2026-01-19,AUD,68785.25,13757.05,V3,400400,CC1030,PC3000,ZB01,PO-96729,"Data centre costs 2026-01",IT-REFRESH,"Service completion"
INV-2026-07844,V1005,C2007,1000,2026-01-29,2026-02-01,2026-02-01,CHF,270813.49,0.00,V0,400300,CC2030,PC3000,ZB02,PO-95664,"Consulting services",PROJECT-GAMMA,"Ad-hoc request"
INV-2025-07845,V1002,C2012,2000,2025-11-27,2025-12-02,2025-11-27,JPY,89731.47,6281.20,A1,500100,CC1030,PC2003,ZN14,PO-84441,"Water treatment",FACILITIES,"Phase 1 delivery"
INV-2025-07846,V1019,C2012,2000,2025-09-13,2025-09-18,2025-09-14,EUR,487837.36,0.00,V0,400400,CC3010,,ZB02,PO-97694,"Office supplies",PROJECT-ZETA,"Debit note"
INV-2026-05338,V1003,C2009,2000,2025-05-11,2025-05-16,2025-05-14,SGD,305113.89,15255.69,V3,500200,CC2010,PC2001,ZB01,PO-95749,"Contractor payments",PROJECT-BETA,"Standard order"
INV-2025-07848,V1018,C2012,4000,2025-09-27,2025-09-29,2025-09-30,CAD,247290.43,0.00,V0,400400,CC1010,PC2002,ZN14,PO-82362,"Cleaning services",PROJECT-ALPHA,"Late delivery penalty"
INV-2025-07849,V1009,C2009,4000,2025-03-09,2025-03-10,2025-03-09,SGD,225286.44,22528.64,V1,400500,CC3020,PC2000,ZB01,PO-88427,"Reception services",R&D-PHASE1,"Late delivery penalty"
INV-2025-07850,V_UNKNOWN,C2014,1000,2025-07-15,2025-07-15,2025-07-16,CAD,469363.39,0.00,V0,999999,CC_INVALID,PC4000,ZB02,PO-95726,"Subscription fees",MAINT-Q1,"Debit note"
INV-2025-07851,V1010,C2008,1000,2025-03-12,2025-03-17,2025-03-14,JPY,218889.76,10944.49,V2,500300,CC3010,PC2000,ZB02,PO-94227,"Network infrastructure",PROJECT-EPSILON,"Volume discount"
INV-2025-07852,V1008,C2004,3000,2025-10-07,2025-10-09,2025-10-09,SGD,95305.56,14295.83,V1,600100,CC1030,PC2002,ZN60,,"Consulting services 2025-10",HR-ONBOARD,"Annual renewal"
INV-2025-07853,V1019,C2010,1000,2025-03-11,2025-03-16,2025-03-11,CHF,108040.90,21608.18,A1,600100,CC3020,PC2001,ZN60,PO-98231,"Insurance premium",PROJECT-ZETA,"Monthly service fee"
INV-2026-07854,V1007,C2014,2000,2026-03-29,2026-03-31,2026-03-29,AUD,388357.34,0.00,V0,700200,CC3020,PC2001,ZN45,PO-98984,"Landscaping",MAINT-Q3,"Phase 1 delivery"
INV-2025-07855,V1017,C2011,1000,2025-03-06,2025-03-08,2025-03-07,CHF,173687.58,17368.76,V1,600100,CC2030,PC2002,ZN14,PO-91581,"Insurance premium 2025-03",PROJECT-GAMMA,"Late delivery penalty"
INV-2025-07856,V1020,C2012,1000,2025-06-01,2025-06-04,2025-06-01,CAD,222290.56,22229.06,V3,600100,CC2010,PC2002,ZB02,PO-92664,"Elevator servicing 2025-06",PROJECT-ALPHA,"Credit note adjustment"
INV-2025-07857,V1010,C2009,1000,2025-06-19,2025-06-24,2025-06-19,USD,157128.40,10998.99,V1,400100,CC2010,PC2001,ZN30,PO-97976,"Cleaning services",MAINT-Q4,"Debit note"
INV-2025-07858,V1006,C2004,4000,2025-04-16,2025-04-20,2025-04-16,CAD,472347.66,23617.38,V3,400400,CC1010,PC2003,ZN90,PO-94312,"Staff training 2025-04",CAPEX-2026,"Advance payment"
INV-2025-07859,V1012,C2007,1000,2025-07-25,2025-07-26,2025-07-25,SGD,24421.88,0.00,V0,600200,CC2030,PC2002,,PO-92454,"Annual licence renewal 2025-07",MKT-CAMPAIGN,"Retainer fee"
INV-2026-07860,V1001,C2005,3000,2026-03-12,2026-03-17,2026-03-15,AUD,421548.22,63232.23,V3,500300,CC1050,PC2002,ZN30,PO-93091,"Facilities maintenance",PROJECT-ETA,"Standard order"
INV-2025-07861,V_UNKNOWN,,2000,2025-01-22,2025-01-27,2025-01-22,CAD,44624.57,6693.69,V2,,CC_INVALID,PC2002,ZN30,PO-85884,"Audit fees",PROJECT-DELTA,"Full delivery"
INV-2025-07862,V1009,C2014,4000,2025-03-09,2025-03-13,2025-03-11,JPY,356505.14,0.00,V0,500100,CC1010,PC2000,,PO-88067,"Mail handling 2025-03",MAINT-Q2,"Early payment discount"
INV-2025-07863,V1005,C2007,2000,2025-10-16,2025-10-18,2025-10-18,USD,269696.76,13484.84,A2,400200,CC2010,PC4000,ZN45,PO-94534,"Safety equipment",MAINT-Q3,"Volume discount"
INV-2026-07864,V1009,C2005,1000,2026-01-25,2026-01-27,2026-01-25,CAD,189494.31,28424.15,V1,400200,CC1030,PC2000,ZN60,PO-81961,"Reception services",MAINT-Q1,"Annual renewal"
INV-2025-07865,V1005,C2002,1000,2025-04-27,2025-04-28,2025-04-27,GBP,349472.72,24463.09,A1,400300,CC2010,PC4000,ZN60,PO-94310,"Elevator servicing 2025-04",MAINT-Q1,"Ad-hoc request"
INV-2026-07866,V1010,C2011,3000,2026-01-05,2026-01-06,2026-01-05,AUD,490157.85,34311.05,V1,400100,CC1020,PC2000,ZB01,PO-81713,"Hardware procurement 2026-01",PROJECT-BETA,"Retainer fee"
INV-2025-07867,V1003,C2007,4000,2025-06-11,2025-06-16,2025-06-11,GBP,383223.59,38322.36,V3,400500,CC3020,PC3001,ZB01,PO-87003,"Vehicle leasing 2025-06",PROJECT-ALPHA,"Annual renewal"
INV-2025-07868,V1009,C2006,4000,2025-01-15,2025-01-18,2025-01-15,USD,6670.80,1000.62,V1,700200,CC2010,PC2000,ZB02,,"Mail handling",MKT-CAMPAIGN,"Volume discount"
INV-2025-07869,V1002,C2011,3000,2025-02-28,2025-03-04,2025-03-02,GBP,282225.02,56445.00,A1,400200,CC1020,PC2002,ZN45,PO-90939,"Server equipment",MAINT-Q3,"Commission payment"
INV-2026-07870,V1010,C2015,3000,2026-03-30,2026-04-01,2026-03-31,EUR,265220.02,13261.00,V2,500200,CC3020,PC2002,ZB01,PO-88547,"Data centre costs",IT-REFRESH,"Late delivery penalty"
INV-2026-07871,V1012,C2004,3000,2026-01-29,2026-02-01,2026-02-01,SGD,65800.07,13160.01,A1,400500,CC2020,,ZN14,PO-87351,"Elevator servicing 2026-01",PROJECT-ALPHA,"Final settlement"
INV-2025-07872,V1015,C2009,1000,2025-06-03,2025-06-05,2025-06-04,CAD,111377.91,7796.45,V2,400400,CC3020,PC3000,ZN14,PO-91337,"Vehicle leasing",CAPEX-2026,"Annual renewal"
INV-2025-07873,V1015,C2015,3000,2025-01-14,2025-01-19,2025-01-14,AUD,338353.14,16917.66,A1,600200,CC2020,PC2002,ZN90,PO-91651,"Energy costs",PROJECT-BETA,"Partial delivery"
